Customer_No,Age_Group,Tenure,DEP_IND,CC_IND,MTG_IND,LOC_IND,DEP_PROF,CC_PROF,MTG_PROF,LOC_PROF,AREA,MOBILE_ACTIVE,PAYROLL_DEPOSIT,CSAT,CX_QUALITY,CUST_ENGAGEMENT,CUST_AFFLUENCE,SEGMENT,CLV_DEPOSITS,CLV_CREDITCARD,CLV_MORTGAGE,CLV_LOC,ACQ_SCORE,EMAILABLE,MAILABLE,MILLENNIAL
7921,31-50,11-20 years,1,0,1,0,33,0,-4592,0,NORTH YORK,1,1,,701-740,2,4,Gold,"3,366.17",0,41337.75,0,0.21,1,0,1
7922,31-50,11-20 years,1,1,0,1,-32,104,0,1523.8,TORONTO,0,0,100,701-740,2,4,Silver,404.33,364.97,0,-112.34,0.19,0,0,1
7923,31-50,11-20 years,1,1,1,1,-51,1999,12897,1777.45,TORONTO,1,0,100,701-740,3,4,Platinum,0,1999.675,242316.945,951.74,0.21,1,1,0
7924,51 or higher,11-20 years,1,1,0,1,1180,1253,0,-31.35,SCARBOROUGH,1,1,,661-700,3,4,Gold,"3,720.75",545.465,0,-112.34,0.18,1,1,0
7925,30 or under,11-20 years,1,1,1,1,-189,683,575,596.6,TORONTO,1,1,,701-740,3,3,Gold,"2,210.85",2046.65,16076.19,-112.34,0.21,1,0,1
7926,31-50,11-20 years,1,1,0,1,-232,2691,0,2737.9,NORTH YORK,1,1,,741-780,3,4,Silver,195,8197.09,0,-112.34,0.16,1,1,0
7927,31-50,11-20 years,1,1,1,1,-160,-654,-1088,-573.8,TORONTO,1,1,,701-740,3,4,Gold,"1,737.97",66.73,26756.79,568.885,0.18,1,1,0
7928,30 or under,10 years or under,1,1,1,1,-107,264,4825,553.85,BEACHES,1,1,100,741-780,3,4,Gold,"1,547.31",5135.075,18571.805,-224.68,0.2,1,1,1
7929,31-50,11-20 years,1,1,0,1,-228,177,0,980.4,BEACHES,1,1,-100,821-860,3,4,Platinum,"2,965.74",3972.57,0,-112.34,0.19,1,0,1
7930,31-50,11-20 years,1,1,1,1,-476,80,5647,832.2,ETOBICOKE,1,1,100,861 or higher,3,4,Platinum,549.15,3698.29,43476.63,5055.745,0.16,1,0,0
7931,30 or under,10 years or under,1,1,1,1,-58,34,1691,3204.35,TORONTO,1,1,,781-820,3,4,Silver,"3,363.93",1387.11,29340.465,-224.68,0.19,1,1,1
7932,30 or under,10 years or under,1,1,1,1,-115,-360,461,103.55,BEACHES,1,1,0,741-780,3,4,Gold,"1,563.85",380.785,12045.7,-112.34,0.17,1,1,1
7933,31-50,11-20 years,0,0,1,1,0,0,2186,19524.4,BEACHES,0,0,,821-860,1,4,Gold,0,0,13462.505,8891.335,0.13,0,1,1
7934,31-50,11-20 years,1,0,0,1,-418,0,0,1682.45,TORONTO,1,1,-17,741-780,3,3,Silver,"3,123.96",3928.69,0,-112.34,0.18,1,1,1
7935,51 or higher,11-20 years,1,1,1,0,105,548,11105,0,SCARBOROUGH,1,0,,741-780,3,3,Platinum,"1,950.35",9874.425,136967.57,0,0.2,1,0,0
7936,31-50,11-20 years,1,1,0,0,359,513,0,0,TORONTO,1,1,-50,661-700,3,2,Bronze,"2,676.30",2449.495,0,0,0.17,1,0,1
7937,51 or higher,11-20 years,1,1,0,0,-136,-181,0,0,TORONTO,1,0,,861 or higher,2,3,Platinum,260.17,440.365,0,0,0.15,1,1,0
7938,31-50,11-20 years,0,0,1,1,0,0,-579,2571.65,TORONTO,1,0,,781-820,2,3,Platinum,0,3.345,28254.295,4303.85,0.15,1,1,0
7939,31-50,11-20 years,0,1,1,1,0,1572,1280,6005.9,BEACHES,0,0,,701-740,2,3,Gold,0,5267.685,9430.93,3067.83,0.17,0,1,1
7940,31-50,11-20 years,1,1,1,1,97,-50,2936,1271.1,TORONTO,1,0,,861 or higher,3,3,Platinum,"4,917.13",287.1,62711.235,1050.54,0.19,1,0,1
7941,31-50,11-20 years,1,1,0,1,-120,607,0,1001.3,BEACHES,1,1,,781-820,3,4,Platinum,"2,072.25",3274.24,0,-112.34,0.18,1,1,1
7942,51 or higher,11-20 years,1,0,0,1,-51,0,0,10518.4,TORONTO,0,0,100,861 or higher,2,3,Platinum,0,0,0,7854.23,0.13,0,0,0
7943,31-50,11-20 years,1,1,1,1,-193,-332,1476,-326.8,TORONTO,1,1,50,861 or higher,3,4,Platinum,212.79,898.825,70731.12,183.865,0.21,1,1,1
7944,30 or under,10 years or under,1,1,1,1,-374,224,0,1848.7,SCARBOROUGH,1,1,0,741-780,3,4,Gold,"2,902.70",7432.135,29414.325,-112.34,0.21,1,1,1
7945,30 or under,10 years or under,1,1,1,1,22,126,-1221,350.55,BEACHES,1,1,,741-780,3,4,Platinum,"1,865.57",0.175,28545.96,-112.34,0.19,1,0,1
7946,30 or under,10 years or under,1,1,1,0,-208,-37,-490,0,TORONTO,1,1,100,821-860,3,4,Platinum,"4,782.80",7253.76,5624.185,-112.34,0.18,1,0,1
7947,30 or under,10 years or under,1,1,1,0,-92,308,4439,0,NORTH YORK,1,1,-100,661-700,3,4,Platinum,"5,686.09",1014.605,56306,0,0.18,1,1,1
7948,30 or under,10 years or under,1,1,1,1,-275,135,105,494,TORONTO,1,0,100,781-820,3,4,Platinum,"1,806.09",552.16,9007.96,489.865,0.17,1,1,1
7949,30 or under,10 years or under,1,0,1,1,-477,0,3548,1754.65,TORONTO,1,1,33,741-780,3,4,Platinum,"2,048.88",922.52,25908.45,928.725,0.18,1,0,1
7950,30 or under,11-20 years,1,1,1,1,-217,-190,7044,115.9,ETOBICOKE,1,1,-63,741-780,3,4,Platinum,"2,582.65",215.925,51847.24,-112.34,0.19,1,1,1
7951,51 or higher,11-20 years,1,1,1,1,-24,802,2157,1060.2,ETOBICOKE,1,0,100,661-700,3,3,Gold,145.16,6613.415,53255.98,446.52,0.19,1,1,0
7952,31-50,11-20 years,1,1,1,0,-26,1743,5981,0,TORONTO,1,0,-100,661-700,3,4,Gold,874.13,8576.5,38317.84,0,0.19,1,1,1
7953,31-50,10 years or under,0,0,1,1,0,0,838,11350.6,BEACHES,1,0,,781-820,2,4,Platinum,0,0,6652.475,5109.295,0.15,1,0,1
7954,30 or under,10 years or under,1,1,1,1,-32,884,1388,-361,BEACHES,1,1,-50,781-820,3,4,Gold,"1,578.12",3669.63,27600.73,416.21,0.17,1,0,1
7955,31-50,11-20 years,1,1,0,1,-69,1169,0,445.55,BEACHES,1,1,,701-740,3,4,Silver,"2,056.87",4113.715,0,-112.34,0.18,1,0,0
7956,30 or under,10 years or under,1,1,1,1,-77,3901,1953,5855.8,ETOBICOKE,0,0,,701-740,2,4,Gold,239.44,7796.45,26898.88,5332.655,0.15,0,1,1
7957,31-50,11-20 years,1,0,0,1,-17,0,0,1633.05,TORONTO,1,0,,701-740,2,4,Silver,244.15,0,0,-112.34,0.19,1,1,0
7958,51 or higher,21-30 years,1,1,0,1,5129,-101,0,2.85,TORONTO,1,0,,821-860,3,2,Platinum,"3,745.51",0,0,-112.34,0.16,1,1,0
7959,51 or higher,11-20 years,1,1,0,1,5622,-85,0,-387.6,ETOBICOKE,1,0,100,861 or higher,3,3,Platinum,"2,759.22",137.71,0,-112.34,0.16,1,1,0
7960,31-50,11-20 years,1,0,1,1,637,0,23,-7557.25,TORONTO,1,1,,781-820,3,4,Platinum,"3,261.20",0,376946.28,8908.815,0.18,1,1,0
7961,51 or higher,10 years or under,1,1,1,1,175,-21,1416,-459.8,NORTH YORK,1,0,100,861 or higher,3,4,Platinum,"2,685.88",498.45,29134.605,-1.795,0.18,1,0,0
7962,30 or under,10 years or under,1,1,1,1,-214,-182,178,1828.75,TORONTO,1,1,,701-740,3,4,Platinum,"3,804.07",938.745,15374.99,-112.34,0.19,1,1,1
7963,31-50,11-20 years,0,0,1,1,0,0,1479,-463.6,NORTH YORK,1,0,,821-860,2,4,Platinum,0,0,29192.275,469.08,0.14,1,1,0
7964,31-50,21-30 years,1,0,1,1,-27,0,609,357.2,SCARBOROUGH,1,1,,821-860,3,4,Platinum,"1,293.19",0,30088.535,-112.34,0.15,1,0,1
7965,31-50,11-20 years,1,1,1,1,-39,2433,-1141,834.1,TORONTO,1,1,,561-660,3,4,Gold,"3,079.10",7.665,50445.515,555.71,0.19,1,1,0
7966,31-50,21-30 years,1,1,0,1,-248,2241,0,2653.35,BEACHES,1,1,50,701-740,2,4,Silver,"1,819.11",1997.73,0,-112.34,0.18,1,0,0
7967,30 or under,10 years or under,1,1,1,1,-155,309,-86,783.75,TORONTO,1,1,,821-860,3,4,Platinum,173.63,7226.25,29834.425,-112.34,0.18,1,1,1
7968,31-50,11-20 years,1,1,0,1,-46,2029,0,975.65,ETOBICOKE,1,1,0,701-740,3,2,Gold,"1,812.89",8428.585,0,-112.34,0.2,1,1,0
7969,51 or higher,10 years or under,1,0,0,0,-251,0,0,0,TORONTO,0,0,,861 or higher,2,2,Gold,"2,398.07",0,0,0,0.14,0,0,0
7970,51 or higher,11-20 years,1,1,1,1,285,161,1232,1996.9,SCARBOROUGH,1,0,100,781-820,3,3,Platinum,"3,801.95",21.585,4961.295,-112.34,0.17,1,1,0
7971,30 or under,11-20 years,1,1,0,0,-229,325,0,0,TORONTO,1,1,,661-700,3,3,Bronze,"1,584.14",6994.12,0,-112.34,0.2,1,1,1
7972,51 or higher,11-20 years,1,0,1,1,-83,0,-105,9692.85,TORONTO,1,0,,781-820,2,4,Platinum,121.76,0,2847.735,7650.655,0.16,1,1,0
7973,31-50,11-20 years,1,1,0,1,-161,5045,0,344.85,TORONTO,1,1,,741-780,3,4,Platinum,"1,019.73",8197.09,0,0,0.18,1,0,0
7974,51 or higher,21-30 years,1,1,1,1,2,189,-193,773.3,SCARBOROUGH,1,1,60,861 or higher,3,4,Platinum,"2,600.29",241.485,5319.405,806.91,0.16,1,1,0
7975,51 or higher,21-30 years,1,1,1,1,45,2464,-1581,3095.1,BEACHES,1,0,80,701-740,3,4,Platinum,"4,115.27",530.195,43313.67,-112.34,0.2,1,1,0
7976,30 or under,10 years or under,1,1,1,1,981,-128,3857,-3.8,TORONTO,1,1,-100,781-820,3,4,Platinum,"1,039.64",1911.07,19368.085,-337.02,0.18,1,1,1
7977,31-50,11-20 years,0,0,0,1,0,0,0,1792.65,ETOBICOKE,1,0,,701-740,2,4,Gold,0,0,0,-112.34,0.17,1,1,0
7978,30 or under,11-20 years,1,1,1,1,-47,1739,-333,1182.75,SCARBOROUGH,1,1,,561-660,3,2,Bronze,"3,003.82",8043.56,1891.235,-112.34,0.18,1,1,1
7979,31-50,11-20 years,1,1,1,1,-251,204,247,1654.9,BEACHES,1,1,,821-860,3,4,Platinum,"3,858.44",782.425,11767.495,279.265,0.19,1,1,1
7980,31-50,11-20 years,1,1,1,1,-77,-247,-3499,-104.5,TORONTO,1,1,,781-820,3,4,Platinum,"2,019.76",968.385,46451.685,-112.34,0.17,1,1,1
7981,30 or under,11-20 years,1,1,0,1,-123,472,0,-192.85,BEACHES,1,0,-100,861 or higher,3,4,Gold,6.08,1731.69,0,-112.34,0.15,1,1,1
7982,51 or higher,11-20 years,1,1,1,1,580,274,-42,-142.5,NORTH YORK,1,1,,861 or higher,3,4,Platinum,"2,552.77",7975.635,4894.765,157.08,0.17,1,0,0
7983,30 or under,10 years or under,1,1,1,1,35,1158,3611,-887.3,TORONTO,1,0,100,701-740,3,4,Gold,"1,228.82",7588.37,22368.71,3503.535,0.2,1,1,1
7984,51 or higher,11-20 years,1,1,1,1,209,-187,2282,2334.15,TORONTO,1,0,0,821-860,3,4,Platinum,147.5,3180.14,34838.275,1787.25,0.2,1,1,0
7985,51 or higher,11-20 years,1,1,0,1,-107,884,0,691.6,TORONTO,0,0,-50,701-740,2,3,Silver,149.2,1697.66,0,-112.34,0.15,0,0,0
7986,30 or under,10 years or under,1,1,1,1,-352,-24,-405,52.25,TORONTO,1,1,-100,741-780,3,4,Platinum,"2,920.67",177.34,24156.535,-112.34,0.19,1,1,1
7987,30 or under,10 years or under,1,1,1,1,-511,184,3065,3328.8,ETOBICOKE,1,1,100,661-700,3,3,Bronze,"3,042.90",160.275,21208.365,-112.34,0.2,1,0,1
7988,30 or under,11-20 years,1,0,1,1,-152,0,-473,14977.7,TORONTO,1,0,,821-860,2,4,Platinum,1.11,0,0,5608.845,0.16,1,0,1
7989,51 or higher,11-20 years,1,1,0,0,4036,280,0,0,TORONTO,1,0,,861 or higher,2,4,Platinum,608.77,317.76,0,0,0.15,1,0,0
7990,30 or under,10 years or under,1,1,1,1,-123,128,-652,528.2,TORONTO,1,1,100,561-660,3,2,Gold,"2,567.11",46.095,30166.885,383.555,0.18,1,1,1
7991,30 or under,10 years or under,1,1,1,1,1235,548,-4,-1945.6,TORONTO,1,1,,821-860,3,4,Platinum,"5,237.11",788.11,16748.3,-136.965,0.17,1,0,1
7992,51 or higher,30 years or higher,1,1,0,1,-27,134,0,-104.5,TORONTO,1,1,100,861 or higher,3,3,Platinum,"3,395.90",74.41,0,-112.34,0.17,1,0,0
7993,51 or higher,11-20 years,1,1,0,1,-62,3107,0,2498.5,TORONTO,0,0,100,661-700,3,3,Bronze,"1,762.33",1468.81,0,-224.68,0.18,0,1,0
7994,51 or higher,11-20 years,1,1,1,1,93,184,383,-193.8,TORONTO,1,1,-100,861 or higher,3,4,Platinum,"1,996.94",441.855,14124.865,441.235,0.18,1,1,0
7995,51 or higher,11-20 years,1,1,0,0,5753,280,0,0,TORONTO,0,0,,701-740,2,3,Gold,0.03,2624.85,0,0,0.15,0,0,0
7996,31-50,11-20 years,1,1,1,1,-83,-248,2230,-258.4,TORONTO,1,1,-100,821-860,3,4,Silver,"2,217.09",35.875,9738.625,183.8,0.17,1,0,1
7997,51 or higher,11-20 years,1,1,1,1,-153,1017,2325,-109.25,TORONTO,1,1,,781-820,3,4,Platinum,716.12,3370.275,44498.06,-112.34,0.19,1,1,0
7998,51 or higher,11-20 years,1,0,0,1,-28,0,0,-209.95,ETOBICOKE,1,0,,861 or higher,1,4,Gold,113.88,0,0,-224.68,0.13,1,0,0
7999,31-50,11-20 years,1,1,1,1,-197,48,1321,1293.9,BEACHES,1,1,,701-740,3,4,Gold,"3,983.23",2472.545,10545.75,-112.34,0.2,1,0,1
8000,31-50,11-20 years,1,1,1,0,-80,5780,-418,0,TORONTO,1,0,,701-740,2,3,Gold,688.45,2471.455,10522.785,0,0.2,1,0,0
8001,51 or higher,11-20 years,1,1,0,1,8,2254,0,768.55,ETOBICOKE,1,1,100,861 or higher,3,4,Platinum,"1,626.45",3926.045,0,-224.68,0.17,1,0,0
8002,51 or higher,11-20 years,1,0,1,1,-80,0,-260,6461.9,ETOBICOKE,0,0,,661-700,2,4,Gold,"1,527.31",0,47978.265,2964.98,0.15,0,1,0
8003,30 or under,10 years or under,1,1,1,1,-80,-108,-1526,718.2,BEACHES,1,1,100,781-820,3,4,Platinum,"2,398.14",2.475,16732.35,-224.68,0.18,1,0,1
8004,31-50,11-20 years,1,1,0,1,-241,-201,0,186.2,SCARBOROUGH,1,1,100,821-860,3,4,Platinum,"3,197.97",134.75,0,-112.34,0.19,1,0,1
8005,30 or under,10 years or under,1,1,1,1,-34,324,1096,646.95,TORONTO,1,1,100,741-780,3,4,Platinum,"1,443.03",314.295,31197.705,-112.34,0.17,1,0,1
8006,30 or under,11-20 years,1,1,1,1,-86,560,675,889.2,TORONTO,1,1,,561-660,3,4,Silver,"1,678.84",1856.37,20934.01,-112.34,0.18,1,1,1
8007,31-50,21-30 years,1,0,1,1,1216,0,10568,8294.45,ETOBICOKE,1,0,,861 or higher,2,4,Platinum,"3,456.53",0,68729.34,8529.055,0.19,1,0,1
8008,31-50,11-20 years,1,1,1,1,-384,-3,2994,-30.4,RICHMOND HILL,1,1,100,821-860,3,4,Platinum,"2,707.09",333.325,21137.295,-112.34,0.18,1,1,0
8009,31-50,11-20 years,1,1,0,1,948,111,0,1834.45,ETOBICOKE,1,1,,741-780,3,3,Gold,0.03,2236.255,0,-112.34,0.19,1,1,1
8010,51 or higher,21-30 years,1,1,0,1,49,491,0,30430.4,TORONTO,1,0,,821-860,3,4,Platinum,"2,115.37",492.88,0,2269.92,0.17,1,0,0
8011,30 or under,10 years or under,1,1,1,1,-345,2243,2142,6100.9,TORONTO,1,0,,701-740,3,4,Gold,278.85,13832.76,15303.21,1010.275,0.21,1,1,1
8012,31-50,11-20 years,1,1,0,1,-293,235,0,167.2,RICHMOND HILL,1,1,,821-860,3,4,Platinum,"4,627.40",2038.355,0,-112.34,0.19,1,0,0
8013,30 or under,10 years or under,1,1,1,1,-273,286,618,1577.95,ETOBICOKE,1,1,100,561-660,3,3,Gold,"3,629.51",373.595,18556.52,964.55,0.19,1,1,1
8014,51 or higher,11-20 years,1,1,1,1,-397,-301,-126,15578.1,ETOBICOKE,1,0,,741-780,3,4,Gold,739.2,225.485,11658.21,7878.035,0.17,1,0,0
8015,31-50,11-20 years,1,1,0,1,164,-143,0,22.8,SCARBOROUGH,1,0,,781-820,2,4,Platinum,"1,373.70",2325.385,0,-112.34,0.18,1,0,0
8016,31-50,11-20 years,0,1,0,1,0,2579,0,1231.2,TORONTO,1,0,,701-740,2,4,Bronze,0,8509.91,0,-112.34,0.15,1,0,1
8017,30 or under,10 years or under,1,0,1,1,-132,0,81,423.7,BEACHES,1,1,,781-820,2,4,Platinum,"2,052.95",10692.34,21414.975,1280.875,0.18,1,0,1
8018,30 or under,10 years or under,1,1,1,1,-328,563,1543,1656.8,OAKVILLE,1,1,,701-740,3,3,Gold,"4,406.89",1592.65,23265.985,380.62,0.19,1,0,1
8019,31-50,11-20 years,1,1,1,1,-173,888,861,2133.7,OAKVILLE,1,1,20,701-740,3,3,Platinum,"2,836.67",4309.16,13142.97,-112.34,0.21,1,0,0
8020,31-50,11-20 years,1,0,1,1,257,0,-174,4406.1,BEACHES,0,0,,781-820,2,4,Platinum,747.16,0,85885.14,-112.34,0.16,0,0,0
8021,30 or under,10 years or under,1,1,1,1,-121,-128,-2260,29432.9,ETOBICOKE,1,0,,821-860,2,4,Platinum,48.93,0,24312.49,11613.89,0.17,1,1,1
8022,30 or under,10 years or under,1,1,1,1,45,1023,-984,733.4,BEACHES,0,0,,701-740,2,4,Bronze,185.67,2005.59,13035.01,-112.34,0.17,0,0,1
8023,31-50,11-20 years,1,1,0,1,355,232,0,-512.05,TORONTO,1,0,-67,821-860,3,4,Silver,407.93,680.045,0,-337.02,0.2,1,1,0
8024,31-50,11-20 years,1,1,1,1,-87,5408,-568,1856.3,TORONTO,1,1,100,561-660,3,4,Gold,"3,046.09",8271.16,45141.165,937.86,0.2,1,1,1
8025,30 or under,10 years or under,1,1,1,1,-328,-108,4647,810.35,TORONTO,1,1,25,781-820,3,3,Platinum,"3,413.77",92.285,12231.59,-112.34,0.2,1,1,1
8026,30 or under,10 years or under,1,1,1,1,1226,125,499,-216.6,TORONTO,1,0,,821-860,3,4,Platinum,"3,354.58",2754.89,29445.375,-112.34,0.16,1,0,1
8027,30 or under,10 years or under,1,1,1,1,-118,-104,3981,916.75,RICHMOND HILL,1,1,0,741-780,3,3,Platinum,"2,816.66",243.59,25988.55,-224.68,0.19,1,1,1
8028,31-50,11-20 years,1,0,1,1,-7,0,-2977,2504.2,TORONTO,1,0,,561-660,2,4,Gold,0,0,98631.455,-224.68,0.22,1,0,0
8029,51 or higher,11-20 years,1,1,1,1,-35,-67,1122,-33.25,SCARBOROUGH,1,1,100,821-860,3,4,Platinum,"4,644.93",689.6,8432.61,-112.34,0.16,1,1,0
8030,31-50,11-20 years,1,1,1,1,-29,96,-549,1297.7,BEACHES,0,0,,781-820,2,4,Platinum,"3,091.21",1396.535,19576.745,-112.34,0.21,0,0,0
8031,30 or under,10 years or under,1,1,1,1,299,402,1237,17.1,NORTH YORK,1,1,,781-820,3,3,Platinum,"2,354.38",442.26,33332.405,1543.2,0.16,1,1,1
8032,30 or under,10 years or under,1,1,1,1,-257,3045,-1169,2076.7,TORONTO,1,1,,701-740,3,4,Gold,"2,485.99",135.455,11581.525,-112.34,0.19,1,1,1
8033,31-50,11-20 years,1,1,1,1,699,-130,-333,10167.85,TORONTO,1,0,0,821-860,3,4,Platinum,735.03,436.35,81353.69,8286.455,0.17,1,0,0
8034,30 or under,10 years or under,1,1,1,1,-28,14,498,511.1,TORONTO,1,1,100,701-740,3,3,Gold,"1,035.00",221.295,26830.155,-112.34,0.17,1,1,1
8035,30 or under,10 years or under,1,1,1,1,-960,2808,1814,474.05,SCARBOROUGH,1,1,50,661-700,4,4,Bronze,"4,318.91",8197.09,20635.845,-224.68,0.2,1,0,1
8036,30 or under,11-20 years,1,1,1,1,-159,480,2762,3733.5,BEACHES,1,1,-50,561-660,3,3,Gold,"2,524.63",4003.87,26258.76,-112.34,0.18,1,1,1
8037,31-50,11-20 years,1,1,1,1,323,31,3634,-210.9,TORONTO,1,0,,781-820,3,4,Platinum,"1,084.10",884.875,136667.895,-112.34,0.17,1,1,0
8038,30 or under,10 years or under,1,1,1,1,152,405,-426,-210.9,ETOBICOKE,1,1,,861 or higher,3,4,Platinum,"1,942.32",4226.71,9120.005,1007.61,0.16,1,0,1
8039,51 or higher,11-20 years,1,1,0,1,8480,10658,0,-104.5,BEACHES,0,0,-100,741-780,2,4,Platinum,"4,724.60",1289.28,0,-112.34,0.18,0,1,0
8040,30 or under,10 years or under,1,1,1,0,258,39,4336,0,BEACHES,1,1,-100,741-780,2,4,Gold,"3,262.05",118.025,23668.09,0,0.17,1,0,1
8041,51 or higher,11-20 years,1,0,1,1,900,0,159,-241.3,TORONTO,0,0,-100,781-820,3,3,Gold,"1,363.59",0,11293.63,-112.34,0.16,0,0,0
8042,30 or under,10 years or under,1,1,1,0,-14,-91,2752,0,BEACHES,1,1,,781-820,3,4,Platinum,"2,675.63",1507.535,32420.695,0,0.17,1,0,1
8043,31-50,11-20 years,0,1,0,0,0,64,0,0,NORTH YORK,1,0,0,821-860,2,3,Gold,0,838.545,0,0,0.15,1,1,1
8044,51 or higher,11-20 years,1,1,1,1,-209,22,-1059,2401.6,BEACHES,1,1,100,861 or higher,3,4,Gold,"3,212.79",2415.835,10710.635,-224.68,0.19,1,1,0
8045,31-50,11-20 years,1,1,1,1,-43,913,-694,3303.15,SCARBOROUGH,1,1,80,701-740,3,4,Bronze,"4,922.67",4156.805,13448.55,-112.34,0.2,1,1,0
8046,31-50,11-20 years,1,1,0,1,-143,33,0,-191.9,TORONTO,1,1,,781-820,3,4,Platinum,"2,250.83",3400.72,24559.27,-112.34,0.18,1,1,1
8047,51 or higher,11-20 years,0,0,1,1,0,0,-1330,29.45,BEACHES,0,0,100,861 or higher,2,4,Platinum,0,0,31168.735,-112.34,0.13,0,1,0
8048,30 or under,10 years or under,1,0,1,1,-22,0,1619,9465.8,TORONTO,1,0,,861 or higher,2,4,Platinum,403.77,0,25793.8,10056.07,0.14,1,1,1
8049,51 or higher,11-20 years,1,1,1,1,723,304,302,-803.7,TORONTO,1,0,0,821-860,3,4,Platinum,"2,551.02",357.51,9918.375,-12.145,0.17,1,0,0
8050,31-50,11-20 years,1,1,1,1,-161,739,2668,3225.25,TORONTO,1,1,100,781-820,3,4,Platinum,"3,086.66",4598.55,16478.2,-112.34,0.18,1,1,0
8051,31-50,11-20 years,1,1,1,1,-144,-182,-415,-182.4,NORTH YORK,1,0,,821-860,3,3,Platinum,83.5,1849.63,7614.455,-112.34,0.15,1,0,0
8052,51 or higher,11-20 years,1,1,1,1,119,-108,2548,-155.8,BEACHES,1,0,,821-860,2,4,Platinum,"1,598.65",4.15,34894.795,-112.34,0.16,1,1,0
8053,30 or under,11-20 years,1,1,1,1,-163,-3,3272,32.3,TORONTO,1,1,100,781-820,3,4,Platinum,"2,762.36",1571.895,34965.265,-112.34,0.18,1,1,1
8054,31-50,11-20 years,1,1,0,1,94,468,0,3464.65,OAKVILLE,1,0,100,701-740,3,4,Silver,"1,981.14",6833.825,0,-112.34,0.18,1,1,0
8055,51 or higher,21-30 years,1,1,0,0,8398,-224,0,0,ETOBICOKE,1,0,92,821-860,3,4,Platinum,"3,141.84",928.895,0,0,0.15,1,0,0
8056,31-50,11-20 years,1,1,1,1,591,271,2427,3008.65,TORONTO,1,1,,781-820,3,4,Platinum,"1,665.69",2971.14,31019.38,4431.91,0.17,1,1,0
8057,30 or under,10 years or under,1,1,1,1,-19,784,1753,1035.5,SCARBOROUGH,1,0,,741-780,3,4,Platinum,"1,565.20",8451.59,31884.86,1187.005,0.17,1,0,1
8058,31-50,21-30 years,1,0,1,1,32,0,-59,115.9,RICHMOND HILL,1,1,,821-860,3,4,Platinum,"2,371.16",0,17611.635,682.155,0.15,1,1,1
8059,51 or higher,11-20 years,1,0,1,1,85,0,-550,8869.2,ETOBICOKE,1,0,100,701-740,2,4,Gold,492.2,0,86175.38,4102.995,0.15,1,0,0
8060,31-50,11-20 years,1,1,1,1,-78,718,675,-604.2,ETOBICOKE,1,1,,661-700,3,4,Gold,"2,000.79",8197.09,71781.23,1168.24,0.17,1,1,1
8061,30 or under,10 years or under,1,1,1,1,441,1909,1210,725.8,TORONTO,1,0,,781-820,3,4,Platinum,"2,516.06",5191.455,39495.06,1120.675,0.16,1,1,1
8062,31-50,11-20 years,1,1,1,1,-96,1402,8336,2413.95,OAKVILLE,1,1,0,701-740,3,4,Bronze,"2,650.28",1338.17,67618.035,-112.34,0.21,1,1,1
8063,30 or under,10 years or under,1,1,1,1,-171,461,2955,156.75,NORTH YORK,1,1,20,821-860,3,3,Platinum,"1,561.60",6355.36,42100.09,-112.34,0.19,1,1,1
8064,51 or higher,11-20 years,1,1,0,1,-99,2166,0,16592.7,BEACHES,1,0,-57,661-700,3,4,Bronze,12.58,4203.82,0,3259.765,0.19,1,0,0
8065,51 or higher,11-20 years,1,1,1,1,525,1951,3871,572.85,TORONTO,1,1,100,821-860,3,4,Silver,"4,024.31",831.48,89898.205,-449.36,0.16,1,1,0
8066,30 or under,10 years or under,1,1,1,1,-226,50,1431,1594.1,BEACHES,1,1,,561-660,2,4,Gold,"2,956.41",1026.985,41163.95,-112.34,0.21,1,0,1
8067,30 or under,10 years or under,0,1,1,1,0,2366,2773,1523.8,NORTH YORK,1,0,100,661-700,3,4,Bronze,0,6944.705,29891.125,-112.34,0.18,1,0,1
8068,30 or under,10 years or under,0,0,1,1,0,0,4500,-104.5,BEACHES,1,0,,821-860,2,4,Platinum,0,0,26910.195,-112.34,0.13,1,1,1
8069,30 or under,10 years or under,1,1,1,1,-25,3619,1533,10618.15,BEACHES,1,0,,741-780,3,4,Platinum,0,3005.775,25845.88,4205.585,0.18,1,1,1
8070,30 or under,10 years or under,1,1,1,1,29,3056,4676,1233.1,ETOBICOKE,1,0,100,661-700,3,3,Bronze,"1,754.54",8845.99,23298.645,-112.34,0.17,1,0,1
8071,31-50,11-20 years,1,1,1,1,257,480,-1201,-709.65,TORONTO,1,1,,781-820,3,4,Gold,131.67,2267.92,62388.645,-39.945,0.17,1,1,1
8072,31-50,11-20 years,1,1,0,1,587,784,0,324.9,SCARBOROUGH,1,1,100,661-700,3,3,Bronze,"3,592.00",8099.53,0,-112.34,0.18,1,0,1
8073,31-50,11-20 years,1,1,1,1,-46,1742,463,4807,SCARBOROUGH,1,1,100,561-660,3,3,Bronze,"3,363.93",17210.21,6961.15,1119.985,0.2,1,0,1
8074,31-50,11-20 years,0,1,1,1,0,842,-662,4193.3,SCARBOROUGH,1,0,-100,701-740,3,4,Bronze,0,517.755,3945.015,-224.68,0.18,1,1,1
8075,30 or under,10 years or under,1,1,1,1,-277,220,605,1569.4,TORONTO,1,1,,741-780,3,4,Gold,"4,027.51",1240.62,48124.93,273.285,0.19,1,0,1
